log_id,user_id,session_id,timestamp,action_type,stage,region,quest_id,skill_used,experience_gained,level
686f379e-4e96-4674-8fa1-a8fdc9aa4d57,b9e93a9e-73d8-4d84-88d6-8423a0c80f36,e3750036-b12c-43ce-a0ab-aaeef5b992e2,2025-07-15T15:27:48.336160,jump,stage_05,castle,quest_042,skill_001,58,32
7b08eb43-16fa-4c24-9015-618c357034cb,b9e93a9e-73d8-4d84-88d6-8423a0c80f36,d4592907-d8bd-490b-930d-b6049d11e1a5,2025-07-31T00:24:43.336160,jump,stage_01,mountain,quest_044,skill_034,61,11
5d964083-699a-455f-9a6c-e0ce876c6ff6,ade0c657-b817-48b7-987f-a3431e3662e2,494e28c6-56d1-4d15-9ee5-dd95d3ad48c5,2025-07-28T18:08:51.336160,collect,stage_01,mountain,quest_048,skill_036,23,14
dfe639ab-418f-44ac-aa79-5563d71265b3,446213f7-d23e-464f-a0ac-23f35fe9241e,7fad1752-72f0-4491-84d3-fba9a257ed41,2025-08-08T07:37:47.336160,move,stage_01,city,quest_052,skill_042,13,11
326a3d6a-8a29-40e6-aee5-6cffff7c7965,fda5eb19-957d-46ad-9466-2d60c15b3cca,bc78acb4-2ea0-43a9-8671-48d236aa68bc,2025-08-04T13:19:34.336160,attack,stage_08,castle,quest_014,skill_013,65,41
9845a8e8-3b6f-4e22-9140-e89e335f8f73,9fb3ff64-4f82-40c5-a8af-61e744935e35,9da0fc69-3e0d-46a8-889d-8f304ed17978,2025-07-31T11:47:07.336160,attack,stage_05,dungeon,quest_005,skill_002,64,29
356b6f9e-bf0d-4df6-92c5-90e23388f862,6201e91a-e599-442d-8c82-67cbbe60de87,953d0912-bd01-4512-b766-36279da1e677,2025-08-06T18:58:56.336160,attack,stage_10,city,quest_068,skill_009,41,50
cb8a7b55-017b-435a-a10f-8d263d50e147,8229c32f-19f5-4d9c-8aac-0ef036be0b93,5ba8cade-3e3d-49e9-a9d3-e79ff4ad83f8,2025-07-11T21:12:35.336160,move,stage_06,dungeon,quest_087,skill_040,73,39
34f87358-4fad-4635-b768-49c54d79e7b5,121dd12f-3e6d-4f36-b4ae-7bc66d829af3,4ae0ab40-bbfa-4175-88bd-e11d922a3f35,2025-07-30T06:04:38.336160,move,stage_01,city,quest_026,skill_043,10,15
eb41a5db-96da-4868-8ca8-9f1f89c08b92,0f074e5c-036e-4d2f-aa09-7aea59a3667a,ada7979e-3e27-4c7d-87ee-12e7a5789b00,2025-08-01T09:26:55.336160,move,stage_07,city,quest_070,skill_003,13,40
4d4169bd-3b21-464a-89f3-b16134253db1,fcf1f01b-b289-47a6-ac38-8c566648e959,61cc3adf-94f1-4a55-906b-2d7831098f35,2025-07-19T15:20:05.336160,move,stage_04,mountain,quest_026,skill_022,70,21
f46e453e-7865-402f-8a1a-6d2e0145b5a2,460715ce-c092-4b61-9ebf-c66b568759c3,1a8d8e51-7011-47c8-93d9-ca3f3d6fe478,2025-07-20T11:55:53.336160,collect,stage_05,dungeon,quest_058,skill_006,72,26
b1054022-41d4-4f3e-9925-267c31388548,5a2b0e4d-19eb-48cb-ba61-2f027ac940f4,75aa5751-4ef8-4191-b9af-e01f9c9d775e,2025-07-21T07:11:35.336160,collect,stage_01,mountain,quest_085,skill_024,11,7
b0732383-8f8c-47d3-bf73-6023ed54546b,b2ee8872-6a82-47f6-af31-c951a2385a77,295d5529-d9b9-43d1-8f9a-06fc74e71129,2025-07-22T13:26:38.336160,move,stage_05,forest,quest_084,skill_021,33,35
3b9d2a20-749b-4e87-a879-47db684110d5,52ee4099-47b9-4153-9613-26e6b02eee8e,03e037b9-3cd9-43ff-b879-37ba90a8b4e2,2025-07-11T19:08:38.336160,attack,stage_02,mountain,quest_045,skill_043,43,14
3534fdb1-fb6b-4d43-81ee-d5f9e73e5c83,81ad0ba5-7629-4a2d-a5d4-8f29ace9c0ad,9cc72ea2-10ca-42e4-8799-b55b11ac427a,2025-07-19T00:35:23.336160,attack,stage_02,castle,quest_100,skill_014,32,12
d2ffc297-7ea4-4d80-98e5-fb3ce487f516,11f80098-2871-42eb-8199-1ac9d3fe1d3d,6fcb576e-6a89-43ee-a2a1-a8a213ea3697,2025-07-25T06:16:07.336160,attack,stage_06,forest,quest_019,skill_022,75,34
249d443c-6752-42a3-a627-10e51661487a,a33d488f-8230-4b64-af58-2b78b7559e9c,de2d202d-bd7c-4d82-8c4d-c23f4e96e352,2025-07-21T02:26:12.336160,move,stage_02,desert,quest_018,skill_009,72,17
dbb5d9b1-ee80-481b-8399-633660a56f36,c1c2de70-5a98-4416-87ae-9759c80393b2,857211e4-1b26-4838-a000-185eec29ba85,2025-07-21T05:09:03.336160,collect,stage_05,castle,quest_087,skill_045,71,30
5e985ed5-3ce6-4170-bb68-c93742aede0b,5d30f560-778b-4576-8ccf-02c3261fb378,dd515528-d1db-4715-9d7b-d7f8dffbd645,2025-07-13T20:50:29.336160,move,stage_04,dungeon,quest_082,skill_047,75,22
38c861fc-888c-4c16-8916-8d26bea380f0,9b301188-c7cb-473f-af61-8fe1fda24360,748a6955-528c-4f71-9705-d1e500837bfc,2025-07-15T16:20:27.336160,jump,stage_01,castle,quest_093,skill_036,11,14
8c18f61a-9038-4f7d-af6e-caef45589398,fa5e9cb8-4c72-4f98-89ad-045591b882d3,0892ed4f-a5da-4d96-a404-06f5092bb3cc,2025-07-09T23:49:47.336160,special_attack,stage_07,dungeon,quest_040,skill_022,36,39
1a52b0e7-1a55-4e91-bbcd-67d83cd48e46,528d6a72-e4f0-4ef2-a71c-aea895b73028,7682950e-14be-44db-b925-c0663cc83785,2025-07-23T23:23:20.336160,collect,stage_02,castle,quest_100,skill_030,75,15
9b79c9f8-c747-4364-a63b-40b7054ba437,6201e91a-e599-442d-8c82-67cbbe60de87,eee3cbe0-8fcc-4f2b-8301-7cb0bafd3d6c,2025-08-02T16:04:10.336160,move,stage_08,castle,quest_010,skill_033,97,41
9aa55654-8636-4469-bd6b-363259fc7db9,bc46b7c3-474c-4bc9-aa92-4a57e51ca7b2,0eccf7d8-34f4-4b13-81e8-a3e603b9c8ff,2025-07-11T22:27:01.336160,move,stage_04,desert,quest_051,skill_014,71,26
c94716c6-4748-4d8e-8321-57218316b3fb,07dabb43-6e7d-44f9-973a-9f5d10d522c5,9f5a0fbf-cae9-44a8-840b-117fc0429a24,2025-07-28T10:10:17.336160,defend,stage_07,forest,quest_029,skill_016,57,37
03345513-10ac-4fc2-a873-5da8f79e6378,3a86fa89-d9cf-435d-9fe5-45818df3c1b4,310a2acc-244e-4f63-a348-affacad275e8,2025-07-16T20:04:10.336160,attack,stage_01,castle,quest_085,skill_050,71,14
0997325f-ea4c-43f7-8cc5-2e89d642af0d,5c59375b-9af2-45fc-918d-8ac59d307f0c,4a9d9b03-6c9a-4c38-af17-550a9a1d0e23,2025-07-15T00:02:06.336160,jump,stage_05,castle,quest_031,skill_027,31,31
f94f1deb-9696-48e5-8e14-949a5e75cf9e,446213f7-d23e-464f-a0ac-23f35fe9241e,11231d11-c48e-4b5b-8c0c-fcf90c57e083,2025-08-08T15:25:33.336160,attack,stage_04,mountain,quest_085,skill_042,26,27
f6459c45-0d50-4206-8f40-787459056222,b609e8b0-ac4a-4ea3-9562-4cd8fc7dda72,c61ac41d-24e7-4426-afeb-63507d347908,2025-07-15T15:11:50.336160,jump,stage_01,desert,quest_024,skill_009,61,15
daedc16d-c12b-4b7a-92cc-8934667dda5b,19818566-de68-4515-95cb-e1c08bf21bf8,225316e5-e422-4ed3-9696-3d4e17d5e05a,2025-08-02T17:23:32.336160,attack,stage_03,castle,quest_067,skill_030,13,18
a0d18086-e7db-4b0b-9299-240911558bc9,6e79006a-d3df-4639-9f4a-7491aed498fd,8cb92111-fa27-4421-93c8-f2f548a4ccb9,2025-08-04T04:36:22.336160,move,stage_10,forest,quest_076,skill_046,72,50
ca40b760-fb91-4c60-8208-36291ee9fb46,ff65e746-8273-4dc0-a7b6-000877308484,67b84867-62b3-4bed-bf9f-ce51bfcebfbe,2025-07-11T15:06:10.336160,move,stage_07,desert,quest_073,skill_016,87,40
87d8476e-b94e-45ba-b1fd-ec60b9b4e12e,44a5c41a-be1b-4ef3-bcbc-0e9d1b72494f,8b1064e1-fc68-42bf-970e-fe55c27ca3db,2025-07-14T02:23:56.336160,jump,stage_05,mountain,quest_054,skill_030,81,35
f5b36f37-c80e-4f1a-8e6b-6c4d480bfe8a,39b6b1f8-6e3b-4182-9610-e06f656bfbe5,d7a47a8e-16e9-4ba9-8852-bca6294eea97,2025-07-28T07:40:32.336160,defend,stage_07,dungeon,quest_087,skill_034,94,37
00c26d3c-b2c3-4410-b714-c61818d3787f,acb03cb8-16d5-4952-81a0-e1f5578c6224,37b602cb-dd73-4c09-ad40-9650f2ad2407,2025-07-26T09:26:32.336160,attack,stage_08,forest,quest_029,skill_011,85,43
df365f3b-a918-4d24-97ad-dcc2b1947b8b,f4fc8249-d94d-4c83-804e-51bdd1883064,4233ea68-b73b-43cc-ab66-b05d4e6aaec8,2025-07-10T10:04:16.336160,attack,stage_03,forest,quest_028,skill_035,47,19
b162537a-0b3c-4225-a381-eb6ec4b5dbd7,5f630888-d032-437e-98da-2e0762279d36,23fe8922-6aa8-4584-801c-86b10c094ed7,2025-07-15T14:59:10.336160,attack,stage_03,desert,quest_098,skill_003,17,16
aa89d029-22c7-4b94-907c-bcaf83cf3a6e,d34ac4c4-59ed-4a4b-a18b-57ec0358201e,bf6581ff-f372-495e-8d26-8119664dff28,2025-08-08T01:37:58.336160,jump,stage_03,forest,quest_025,skill_002,26,25
c4918a7d-2c0b-469a-ade3-75c970f7fe86,13cccd16-88f8-40a4-bc19-ba7c0af11f16,217fbf65-0759-44a5-a6ff-ca6a406eca7b,2025-07-22T07:54:43.336160,collect,stage_01,dungeon,quest_063,skill_042,33,6
dfa94552-2a3c-41a6-86d1-2257ee307b1e,392b4ff5-64b3-4db3-9045-b88d445e00f8,29bf8712-e02f-4784-be72-79e33bf98d35,2025-08-03T05:33:39.336160,collect,stage_01,desert,quest_007,skill_002,98,8
87f5dc5f-f414-48f6-bcc2-e92df321bcf1,be144a04-2f5c-4cb6-8891-bffd07a4dd96,e979098b-f564-473a-8f39-35a7f3fbd9d6,2025-07-31T16:20:04.336160,attack,stage_06,forest,quest_066,skill_028,10,37
2309ca84-a875-42c7-a25d-99ea0a951470,27178f88-3823-4e97-9d7f-7e8c46513122,ef53beb5-d4e7-4885-b7ea-38e4917d8db9,2025-07-31T17:28:13.336160,move,stage_03,mountain,quest_031,skill_034,71,20
bc6b147c-3676-40de-be45-7119b2e06eae,3fa1167e-59fb-45e7-9cef-91f49b6b7c65,e51669d3-7690-4c01-a779-9d9afe442854,2025-07-22T02:33:02.336160,collect,stage_02,desert,quest_046,skill_040,63,13
71bffb14-13df-4f28-89b2-55cae31c1d8e,fa5e9cb8-4c72-4f98-89ad-045591b882d3,0892ed4f-a5da-4d96-a404-06f5092bb3cc,2025-07-09T23:10:18.336160,move,stage_07,forest,quest_095,skill_038,72,42
109b2610-d097-4f76-b2b2-d47d920b4931,bfe97881-f278-4891-926d-b25cb142871c,dfc985ed-11ad-4098-9b3d-5c3de287c312,2025-07-15T07:12:09.336160,collect,stage_02,desert,quest_059,skill_043,41,20
22c38c9f-09af-47a8-95a8-2dc151f76f33,05b6a359-1caa-4273-9616-6880e9fff412,93e2df4e-b079-4eca-b396-55b6fcf659e2,2025-07-25T18:07:22.336160,collect,stage_04,dungeon,quest_071,skill_006,39,30
356214d1-b386-4bdb-be85-bb781c98086d,ade0c657-b817-48b7-987f-a3431e3662e2,494e28c6-56d1-4d15-9ee5-dd95d3ad48c5,2025-07-28T18:07:17.336160,move,stage_03,desert,quest_064,skill_024,60,25
1a0e1f6a-c797-4d38-811d-c9596359c440,9cfb5c9b-9d0c-420d-98fb-c6a1636860d9,ba3c70e7-979c-4810-87f8-ff371abe81df,2025-07-30T03:42:54.336160,attack,stage_01,forest,quest_039,skill_002,23,9
a76fe682-4fb3-4544-ab0e-8c636b1288fc,33b86bdf-c3dc-4899-8a0c-298f3e196588,1ee09f10-b12d-46d4-bed6-905f480e7a33,2025-07-21T05:21:52.336160,attack,stage_04,dungeon,quest_048,skill_016,100,24
742475d4-ab75-455d-8375-d10fe9e69345,6201e91a-e599-442d-8c82-67cbbe60de87,953d0912-bd01-4512-b766-36279da1e677,2025-08-06T18:24:51.336160,ultimate,stage_08,dungeon,quest_033,skill_049,33,49
cc02f00f-73c4-4835-92dd-de238565a869,a35d4712-65ef-44e7-822f-d3286ecb4dfb,cb317804-e6c0-4831-8cec-614f7e5a100e,2025-07-14T16:34:52.336160,collect,stage_01,city,quest_087,skill_015,74,6
7f059d9f-0a16-40ee-b0a1-8c67af79afc9,30ed3d7f-8f18-4abc-8745-852f1413361e,2990e8df-71bb-4122-80c7-02945351cb7a,2025-07-21T12:43:24.336160,defend,stage_06,desert,quest_009,skill_010,16,31
ee5d52ec-4d5b-4615-ba64-574ff1b6d5f3,324bec32-6141-4e67-848a-d7fd4444573b,b11dddc4-e140-4b89-9342-e18f625d975c,2025-07-22T17:38:36.336160,move,stage_05,city,quest_035,skill_036,99,31
1816395e-41b5-485c-806a-2253abd34cd0,f6aa360c-22a7-4a66-a43f-fb65802e646f,1e79b785-84ec-4b41-8c70-01a4d014b976,2025-07-11T14:00:54.336160,collect,stage_01,dungeon,quest_052,skill_017,79,13
6bc68dba-fe21-4c27-9e6d-59d2dd9bd5aa,72a3f048-cfb2-4c87-b44c-e4527e0e4388,aa14c9c7-040b-4fb8-9b85-8826d8861383,2025-07-24T13:02:39.336160,attack,stage_01,forest,quest_067,skill_030,11,9
211c5e9f-4caf-4545-bf23-2392b523cfa9,b791442a-75f6-491c-a681-0aba5c253b0f,869c742b-6a3b-4380-8020-c62cf403226e,2025-07-15T05:22:28.336160,move,stage_03,castle,quest_086,skill_036,80,24
2e6d99ad-0064-497c-99b5-a7900afef1b6,8330b7b2-cbbf-4e1b-948e-ac6562763a0d,b1c6bb38-62c2-4e63-94cd-ac03dd2aac38,2025-07-12T12:05:02.336160,attack,stage_05,castle,quest_047,skill_040,43,26
639d4ce9-becc-482d-9373-6136e8673994,e16da965-c146-45df-932a-87a69ae3d10c,1fd34015-fa9d-42d9-a850-5148f3ad5b1c,2025-07-16T04:39:51.336160,move,stage_01,city,quest_071,skill_005,39,11
98d12ac7-f104-4389-8d38-b0be098470e7,c50816ce-d4d1-4c66-b042-9c4ee534d2dd,4c7532a3-e177-47b9-bf8d-5dfd0a906877,2025-07-09T13:52:01.336160,attack,stage_06,desert,quest_035,skill_044,46,37
53df4b77-f65d-4a1d-aa1b-fc1bd00a2aea,d385ebba-1d6a-430e-9206-b50ad7d75eea,9ebb5b4b-6507-4184-b8f0-fdf439ca0227,2025-08-07T05:34:53.336160,collect,stage_03,mountain,quest_053,skill_008,56,23
3d345f55-9f2e-466d-a21c-836ef459427a,1c55cd7a-d782-4e08-bbf5-90fc6940c178,5cf81b1e-e20f-425d-b613-c773a4aa946b,2025-07-29T03:19:10.336160,attack,stage_04,mountain,quest_085,skill_023,20,28
3f0d228d-b09f-47f2-bcd7-7bcb8c5c7ff7,9160c674-f7eb-4f25-96a3-95ef68a1693a,ac2ea378-ba15-4dd5-af0a-7375e5d5c01b,2025-07-21T17:14:22.336160,collect,stage_04,city,quest_077,skill_044,33,28
1be55225-2f3b-4359-9fe8-69bb1232b3b7,083c6fcf-547f-41db-af0d-18a17c30da35,1194b63f-7612-4ffc-8b26-9369f9bb670d,2025-08-05T14:52:19.336160,collect,stage_03,mountain,quest_049,skill_007,67,19
403aac54-6d5f-462a-a93f-687449be9cbc,c1aba89d-01c9-4e36-bc95-8f999358b1fd,84f74ec4-13c6-44d6-8c06-e88c28fa1b39,2025-07-22T18:28:24.336160,collect,stage_01,mountain,quest_064,skill_047,97,6
077cdc97-7408-4254-9b28-add256aeb340,8b75a814-71a7-4e2a-a88c-e271a2660e28,9b22aae4-7817-4769-98d4-662e5c9b0c38,2025-07-23T22:47:46.336160,move,stage_04,dungeon,quest_095,skill_005,97,23
9bafd959-8770-412d-a262-9ce738c4b97b,61cafc16-7f80-456f-9012-851e4dd0e652,4e847143-38b7-4417-84a5-9cefb2a51404,2025-07-25T08:48:16.336160,jump,stage_01,castle,quest_007,skill_002,67,7
3977dee0-dcee-496d-b672-7389203a6db7,507c33a9-3c11-4e8f-8237-3b361a7e4b62,e1d0b316-ffec-4f68-a2b3-6639408f3404,2025-07-19T09:56:04.336160,collect,stage_01,dungeon,quest_007,skill_049,28,9
4b7ca3f8-562b-40ff-99f1-511d5211e250,48ba8049-9064-47d8-bdab-440088a6da8e,8659715f-cdb2-4b69-a28a-1d7ec5a16c77,2025-07-26T21:34:17.336160,special_attack,stage_06,dungeon,quest_080,skill_041,75,31
7ede27a9-516b-4771-89fc-19be67a136e0,8e6a5664-8f04-414a-b717-c0ea17db417f,139294a0-980c-4bac-9fd5-2fc0b2c0cd3d,2025-07-26T17:34:54.336160,move,stage_09,mountain,quest_068,skill_020,79,50
5b9ec119-3528-4b36-9050-f18973327958,73e956ca-aae4-4e90-af15-24f9b16b0950,49de41e2-5cc7-476f-b2e1-af072595c0e0,2025-08-04T20:14:37.336160,defend,stage_07,forest,quest_090,skill_005,33,40
c2c992ee-c7ff-405d-9022-5b8c6a411c61,4f7d9068-f233-44bf-8950-246f994de809,3ea54fe2-ffea-4c9d-af35-9b13ec12c633,2025-07-12T13:54:00.336160,jump,stage_02,forest,quest_055,skill_050,89,12
635ebdd0-64aa-4e13-8e56-8d0c57c0448b,7429deb2-aba4-44fb-a70b-ca62eb87a396,34008804-39ff-4ce0-a3f5-ede03ba211d2,2025-08-04T10:04:46.336160,attack,stage_07,castle,quest_016,skill_031,30,45
6c57923d-0297-46f3-adb5-7fee3455ed10,3c49f6fe-c506-4e0b-acfc-7dd93ed5ca31,eae15cdb-5a18-4f5e-8e22-e883aa57cddf,2025-07-26T10:02:38.336160,move,stage_07,dungeon,quest_053,skill_028,66,44
3fd73cae-a45b-4684-845a-ed878a50e7c0,924218ba-b765-4173-a404-3e252c3c4388,70b71782-db26-4708-81ca-d01fbee81b94,2025-07-19T17:40:16.336160,jump,stage_05,mountain,quest_056,skill_047,68,32
e848ab78-b0e5-4690-8a31-7ece52e092dd,c7f818fc-251d-473b-be10-5861b9faf69a,3ce2329e-79ec-48c6-8d57-ac4e4b22bf01,2025-07-28T06:49:47.336160,jump,stage_03,desert,quest_058,skill_036,70,24
e6571cbe-9db3-4c06-a139-3dde91175a93,8b06c95c-00b1-4011-ba57-4bcf77c8e603,db1d03b9-74f5-43be-9892-8639b23719c0,2025-07-13T15:22:09.336160,move,stage_03,forest,quest_099,skill_034,89,23
2e8d9afe-2aa1-4fdb-bc6b-3fe46987a94a,d6bd3a4a-3cf8-453e-b09a-3ba63cb757ec,eb34ba16-16ef-49ab-9c36-04d089f92b2d,2025-07-15T12:57:20.336160,move,stage_03,dungeon,quest_094,skill_029,12,22
17367cf5-c041-4131-8c83-4f35069d3c9b,96ac2485-530a-4152-8fe0-7ff7e72d0316,ca0bee7f-bc7b-47dc-859e-b7e19e165131,2025-07-10T14:07:06.336160,jump,stage_04,mountain,quest_057,skill_010,100,27
773820eb-66ea-4f32-8208-8933118df378,e4ca66d4-c27f-47f3-999b-ffa0dc85763e,fbd9fdee-8f25-4ca0-a919-12a682204770,2025-07-10T17:47:15.336160,attack,stage_06,city,quest_096,skill_034,24,34
5d4c84c8-9dec-41ed-a6c1-f0a9910d0bae,753b6fe0-499b-4947-8f23-288d7b5f3ea4,93e1ddfc-e80f-4bf4-ac29-c313b74d06c8,2025-08-07T19:00:47.336160,attack,stage_01,city,quest_040,skill_004,71,12
b26fb8be-697d-400e-aecc-09bff319f711,5e3c9685-39b4-4f98-ac34-5b3c62afd6ac,058920b1-8075-4c09-afa4-9dc4670a0c87,2025-07-15T15:16:45.336160,attack,stage_02,castle,quest_004,skill_031,49,20
747760a1-94de-4c01-a184-a6cc7169971d,055c4568-4402-45ec-9881-ae3122371dbd,18520310-b0b0-4dc2-88fa-da04a5816bf9,2025-07-10T07:31:35.336160,attack,stage_10,castle,quest_036,skill_006,92,50
201826d0-7fea-4fec-85f2-8ee33e9f7908,91eb5cdb-bcd6-43b1-8fdb-9cc61c0dcc50,b874878a-f4df-459d-a144-f6650cc2d46e,2025-07-28T23:09:20.336160,collect,stage_02,dungeon,quest_094,skill_007,26,14
b315aeec-61b1-4374-a55f-592f7c799110,cbb17ef1-27eb-432b-80ab-f847b1d3c8dc,6c717fcc-9ff8-465b-8098-9d5dcf33696f,2025-08-04T22:19:17.336160,move,stage_02,mountain,quest_022,skill_006,54,19
48d23356-821d-46eb-a37c-c5b7cef401f3,95565ec9-850c-40c5-9e2a-fc42ec953925,6bf02476-c810-4e7f-b742-a28e53d57d7a,2025-07-19T21:32:29.336160,defend,stage_06,castle,quest_100,skill_044,25,35
a2c8d3a5-88be-4864-8eda-a3fa9d66dbad,6201e91a-e599-442d-8c82-67cbbe60de87,eee3cbe0-8fcc-4f2b-8301-7cb0bafd3d6c,2025-08-02T16:28:32.336160,attack,stage_05,mountain,quest_008,skill_004,77,32
f29862a7-14ca-4a0e-bc30-2137f90c6f21,fda5eb19-957d-46ad-9466-2d60c15b3cca,b766a49a-3e94-4df0-9a59-166a129b3820,2025-07-21T23:07:27.336160,move,stage_10,mountain,quest_009,skill_004,34,50
396f341a-c48c-4f42-b835-a5cbba424c83,cede950d-ca8f-4911-90b2-4dfb2bb664f9,5d80d567-eb8f-4913-ae9a-251523a09e95,2025-07-09T23:45:54.336160,defend,stage_07,dungeon,quest_039,skill_049,89,38
48822e60-4553-4bf9-95bd-21ee18cba881,c6a41872-6e90-4a62-a6c4-3bf8288d8498,ae8e6c78-ee64-4ea1-9cee-cd704796ce14,2025-07-25T01:28:03.336160,defend,stage_09,dungeon,quest_037,skill_010,76,49
4fb22dfa-49ce-4c57-a4f9-8080f6ee937d,b8a850f9-5805-47ba-a750-d9901d12026a,ed77d943-2b64-4200-be10-2b171819de08,2025-07-14T21:40:54.336160,move,stage_02,city,quest_002,skill_029,71,12
5fed7513-0454-4649-a7ef-c5fe13de69d1,68f14c26-9304-4590-abd3-77d0cfa6627a,45bab5d3-40cc-4721-a09c-e958ad7a1d04,2025-07-20T14:15:29.336160,special_attack,stage_10,mountain,quest_019,skill_015,60,50
26b1363d-edf9-4245-a650-11d87bddbdfa,e36460c0-e4f1-4682-9abc-ad060a42e67e,69d9cd91-13e6-4cd8-a316-be959c0ca8eb,2025-07-17T03:20:30.336160,attack,stage_08,desert,quest_040,skill_012,33,44
0c5c94a9-e2db-453a-ab68-c2d49fc5a552,1463bd3d-c9e7-4c40-8e46-501e1a4d7cf9,7edd5acb-1723-487e-bb79-ac1d29357bb5,2025-07-13T18:44:10.336160,jump,stage_02,dungeon,quest_092,skill_050,29,12
bb79d0c7-293a-4c77-94c9-f7de8c3cf70d,3721170e-fc78-496e-8d65-3b2b84b274fb,19670af8-58e2-4326-9e83-997251a9c724,2025-07-12T06:34:03.336160,move,stage_01,forest,quest_047,skill_011,46,11
c0ccb19a-c6c8-4f48-8ff5-4d85dad3114b,a1ad22f0-29c0-46ab-ae42-c85b0225f678,4737a2ce-f0a0-4cac-af0b-0b278ca7b189,2025-07-11T10:55:00.336160,move,stage_01,forest,quest_021,skill_049,70,7
8211daee-6fd6-4e4e-968f-8379c1105ad6,92e908bd-c63e-4367-a8cb-3f4b24eaf99b,591c80ef-533a-495b-8198-b955b176fd1a,2025-07-28T03:43:10.336160,collect,stage_03,forest,quest_021,skill_029,14,25
b0e4af44-e010-4c99-9382-f6441da73b6b,63223390-edd1-4127-92c2-8109dde1b45c,a5c3734e-c943-4b7b-af4e-1b044e2cb91f,2025-08-02T05:54:54.336160,collect,stage_02,desert,quest_015,skill_006,87,20
733bc8a7-fda3-4225-8a68-f4cb537ae005,960dd843-f1bf-4eb6-8bf3-710bd7c0519f,3cb9ba6d-18c8-4b4e-bea1-5a36af726340,2025-07-30T04:02:54.336160,attack,stage_04,mountain,quest_084,skill_026,98,22
a0cce03c-7de0-4015-a79c-aa15002e8c83,432d1afa-1632-40d8-bbea-87e06a95270d,eb42ef39-769f-4555-9dbd-f790a35feccb,2025-07-23T16:00:14.336160,jump,stage_04,dungeon,quest_070,skill_026,44,27
57fce610-db03-4e66-b5dd-5429342c2012,39584952-1005-47d7-8876-c2da9ee8a023,a2da3037-e116-46ce-8645-4e87757ec7ec,2025-07-22T09:09:39.336160,defend,stage_06,mountain,quest_049,skill_037,59,31
2eff425b-6e09-46e0-971a-935f4ee0d75a,4c028d3d-abfb-464c-a017-cc320625844c,baf23cf0-b9f9-44c8-84d3-53fa23ba3f72,2025-07-15T11:57:52.336160,attack,stage_06,dungeon,quest_045,skill_015,59,38
2dccfb28-770c-4a83-9324-f2ae5b3a6cd4,07dabb43-6e7d-44f9-973a-9f5d10d522c5,a5a91f81-921a-4f8c-90fb-5970f52d7c1b,2025-08-08T15:32:02.336160,move,stage_05,dungeon,quest_061,skill_005,19,29
61472a4d-42c1-4f1d-8681-f0626e664ee2,e2df4ad5-1fb9-4f43-bff9-6ca8d0ae3950,3a5522bb-4942-470c-97d5-85f0e74e4b6a,2025-07-20T12:27:32.336160,defend,stage_07,mountain,quest_025,skill_008,39,39
eda13c19-56c7-4e70-82d6-a456e436aeb3,29f95e06-a998-4939-ae39-76610b96311e,8ab9821f-4268-46c8-ab4b-02f99d727334,2025-07-13T16:51:06.336160,jump,stage_02,castle,quest_007,skill_028,46,16
140818ad-0c52-437f-9343-1f24197b7021,14dcfc98-3269-4720-95eb-14d8bdf6668a,217ca909-f27d-4d1c-af75-b7c4c1e03f79,2025-07-19T04:11:52.336160,attack,stage_08,dungeon,quest_096,skill_042,82,41
80373be2-62ce-4db6-879b-10af9b8ff697,ec39693a-ab52-4f1e-ac3d-52fd5a9df017,e92c1b91-3ae4-454a-97f8-177efab0a2b4,2025-07-27T14:36:12.336160,ultimate,stage_10,castle,quest_012,skill_002,40,50
fcc207db-b663-42d0-aaa6-c6c600186cc3,b9e93a9e-73d8-4d84-88d6-8423a0c80f36,e3750036-b12c-43ce-a0ab-aaeef5b992e2,2025-07-15T15:22:30.336160,jump,stage_02,dungeon,quest_078,skill_008,61,12
3aec1db3-3390-41cb-a4bb-f9878695341a,6e79006a-d3df-4639-9f4a-7491aed498fd,0f5b1ce0-4ff9-4ec9-994c-9e9b2e001740,2025-07-29T12:14:54.336160,attack,stage_06,dungeon,quest_060,skill_026,66,31
a781f45d-6750-4800-a316-94488cb1247e,d34ac4c4-59ed-4a4b-a18b-57ec0358201e,25d8ebda-2021-4762-afc4-3dc684de9c9a,2025-08-03T15:49:56.336160,defend,stage_07,forest,quest_077,skill_014,13,41
2284e744-485e-42d7-815a-e792e8f4993d,a62bcc0f-cb4b-492e-8f45-bbbf08ab376e,77fd4a74-dc82-49ce-80b1-32ea2496f56f,2025-07-20T06:51:52.336160,move,stage_06,mountain,quest_002,skill_025,84,33
1f384465-34a8-4a13-a4f4-daa51a1bbff5,73dfe063-e62a-4f4f-bb1d-efea01666b82,94ff61ed-8f9e-4041-a5db-cfe4b980364d,2025-07-10T01:44:46.336160,collect,stage_01,mountain,quest_020,skill_036,63,9
6b47480b-3e2f-4408-89d4-676694b85c35,1907b190-4d14-4029-8b86-ebaa46aaa007,7c225a3e-0d05-483e-b98b-e95fb19f6ab0,2025-08-08T14:03:58.336160,move,stage_08,dungeon,quest_065,skill_043,53,42
