log_id,user_id,transaction_id,product_id,amount,currency,payment_method,status,country,promotion_code,timestamp
6e33713c-bced-4779-b333-7bbfc4562d8f,c83985b6-e2be-4f42-8540-1dbe1a071e63,601874ed-04c9-48ba-b471-d121cd8d8932,weapon_pack,43.9,KRW,apple_pay,refunded,SI,,2025-07-14T16:11:46.807192
d90b705a-4886-4254-9cd0-b431ca0501c3,d5344bb7-c997-4369-a572-11cfc1bf928a,93476f58-fea1-4c2c-b97b-b3725348ec83,gem_pack_small,75.04,JPY,paypal,failed,MK,level,2025-07-25T08:11:23.974341
31ff78b3-7516-4025-a38f-eb90a60b16ac,5051931f-e987-45e8-9396-7148b51ded7a,9498bfaf-bdb8-47af-9680-6f335c9d1059,weapon_pack,47.85,USD,credit_card,refunded,BG,,2025-07-17T23:37:00.810694
f793349d-5d7b-4ffe-a0e5-fef714f4602f,646239e9-8076-4782-8410-0e30d3c4e36d,eac0abc2-1db0-4ff7-baa6-a42efbdcc0dd,weapon_pack,84.73,JPY,bank_transfer,refunded,SA,ipsam,2025-07-26T18:24:17.302577
ef9620cc-90d9-4300-b113-f293c18e1e76,e236ce82-0b4d-478f-8b11-af5fac3edec6,c870f7c8-5aed-4742-8e9e-0ca3cf764d01,exp_booster,92.0,KRW,credit_card,pending,PL,,2025-07-29T18:46:53.642213
e33475d2-b84e-4a88-9ced-6f9245c6bc0c,f1f09617-3b8c-4f26-9c98-173c74cf48a4,d6884373-9e89-4d34-a07b-e14b61dd7f27,exp_booster,69.93,KRW,google_pay,failed,GQ,,2025-08-02T07:28:13.103021
19b2e92c-7477-430e-aea4-20dac6a99c55,4f23fdef-2539-4781-bd17-0b1e8bf86a24,e58c6364-2165-4347-b3fa-972f47ef774b,gem_pack_large,80.41,KRW,bank_transfer,pending,SO,,2025-07-29T16:06:25.415945
a143a463-e9e7-4223-ae64-5cda32f24ba6,6fa6d88f-348a-450f-94dc-0b41f5b8f414,52c5d801-77d1-473c-99df-ea28810e0a4a,exp_booster,85.72,EUR,bank_transfer,pending,EG,,2025-07-17T14:02:20.755141
57438c69-68f0-443f-932e-773874966af9,a6aec551-9c4d-400e-b754-a75af70e3a19,20125541-f695-47de-b4e3-2112290b45bb,premium_pass,86.57,EUR,google_pay,refunded,RU,,2025-07-30T01:22:53.641986
afd60e57-1e4c-49e2-aa60-005ee065aa4e,70375848-5bca-47a8-8fcb-4cf6bad397b9,fb2d70d0-51d4-486c-9823-7128abc5fa64,character_skin,6.72,USD,apple_pay,failed,PS,,2025-07-29T23:22:08.671434
4b88ec6b-3a95-41a6-a12f-b6b5a8f698f6,a54a569c-9328-4db1-99e9-ce620db636ad,0c62d164-8105-4fdf-90cb-28e9c90cea67,gem_pack_large,96.66,KRW,apple_pay,pending,SV,yeah,2025-07-19T03:54:50.932904
30077796-1c70-4a05-8de7-37aa07a26f0b,e7e689a6-cf12-4273-b6cf-037ad117843d,d6125017-fb01-4b5d-bbcc-72ba928c4680,character_skin,3.73,EUR,credit_card,failed,MH,response,2025-07-09T16:05:41.605167
445e06e9-e329-4f68-ba46-ad3eb291313b,3a844d08-a09d-4d22-b272-a8cefe85b443,06b5453f-d15c-4c98-9e68-97a43291e6b7,gem_pack_small,78.19,EUR,google_pay,completed,BH,around,2025-08-01T19:15:48.121826
ecfaa176-facb-4975-b6bd-7347f5088ad5,50ab8dba-8fa8-4dc1-8df6-bf376370f52d,6bfc07c9-6532-4465-8fd7-eef896c64771,character_skin,56.21,KRW,google_pay,failed,AM,,2025-07-27T23:39:09.497505
c1f38f7b-81ca-4b8a-9db7-2f67d1963278,d3a0e40b-acf4-4ddb-9766-45419b8c7909,56f539e8-a1bb-43a5-8d9d-acadde9f3e5c,gem_pack_medium,40.38,EUR,credit_card,failed,ST,,2025-07-06T19:28:45.289335
d110395f-cae8-4edf-b1ce-230d74734cde,1ae81b77-9554-41a8-8179-06916ba560dd,50541808-aaa1-42aa-91e9-d107ac2877d9,premium_pass,96.34,EUR,credit_card,refunded,NE,,2025-07-09T18:18:33.899187
3ca6e180-4fa2-4762-89b2-42649401abc7,00b062dd-e0f5-4276-8a96-85b15a0c22e9,2584d96d-8c05-4de3-8548-969938dd9434,premium_pass,31.28,EUR,google_pay,refunded,AT,ad,2025-07-09T14:47:10.015002
f1c89dea-eb62-447d-aba0-8f2dd990309d,d964ce0e-1461-45ba-862e-16118f8f165b,0e23f05d-f8c4-485a-b73e-fa7e60227924,character_skin,56.33,EUR,credit_card,refunded,MN,apply,2025-08-03T18:54:44.436998
1ef43723-d5e3-4e35-81d0-ab21d164173e,57febd0b-63f5-4ab4-b312-7c50eebd7b43,28c7bb0b-d38f-48fd-8676-ffda84517b34,exp_booster,29.08,KRW,google_pay,failed,NA,,2025-07-07T18:25:45.007652
5d256fbc-61f9-4e12-a086-2022cfd3b281,458b5464-071c-47e8-b049-4528c68e3034,514fcb47-4275-4660-95f5-b064d0563f30,character_skin,96.86,EUR,credit_card,pending,IN,,2025-07-21T00:16:11.622834
d867de77-ffbd-422d-b223-28c6ed96a558,8337f13a-4bcc-4ca0-a2c2-5590456632f0,dad45b17-a1c9-4ba5-86d9-6e742c7b4192,exp_booster,9.9,USD,apple_pay,pending,BO,base,2025-07-25T01:56:16.548710
67b66885-bd69-46e9-b88f-6092458e76c9,9539edc6-c739-4a75-90b7-ce78930c0977,bb9a5ca2-f3d9-4927-9e3e-8960d660c937,gold_pack,44.24,EUR,apple_pay,failed,ER,maiores,2025-07-28T09:58:43.465705
b43781a3-a935-4d7c-b041-e02ac789100c,eca6d0a5-c420-4938-ae40-920da9ff0567,d3d805fb-b974-4154-9e74-4786c03fae27,character_skin,23.02,KRW,google_pay,refunded,UG,,2025-07-06T08:26:37.895274
54417392-210c-4b47-9ac2-882539061d29,0956e2de-978b-4a91-8630-d0f345a65267,3c341866-85da-4288-9cfe-6bf8e7c4e459,weapon_pack,25.47,JPY,apple_pay,refunded,UA,,2025-07-06T23:04:01.471297
c11f7829-3e25-45d1-95f9-ae635d6dcf37,e20100cc-1967-4a06-ab47-90da86ad188c,09829cb1-5b76-485f-ae94-b5eff91559f7,gem_pack_large,8.73,USD,bank_transfer,completed,EC,hair,2025-07-09T07:14:30.548920
bf1ef2d5-bf1b-49d3-b417-3f46ffb70fa0,5b2de238-583a-4f4f-a5d1-61c66b0cae9a,adb8fc2e-63db-462e-9f5d-0d7d7ab5a5c5,weapon_pack,89.15,KRW,apple_pay,failed,CG,,2025-07-18T06:29:01.048966
632c678b-99f8-4466-aafa-415843f4d6b8,81d62c4d-c7db-427a-875d-e2474adffd6e,82f362ed-c093-413c-9f44-560d49548f9e,gem_pack_small,91.41,USD,apple_pay,completed,MV,,2025-07-28T00:30:34.480613
e3a52b1a-2875-4249-8065-2ed37c00506a,8eec4238-39ca-490e-9cd0-771bd0a79d05,66be8bad-dd34-420a-99fc-e7ad529bf843,gem_pack_medium,61.41,EUR,apple_pay,failed,SR,organization,2025-07-09T11:57:03.153289
227daf34-1414-48ab-b057-fce214821b3b,f93fb44d-ee9b-4062-bfab-a89a77b302ea,67ed501a-0dee-4b50-890a-06d3991cdc7e,gold_pack,58.18,EUR,bank_transfer,completed,KI,,2025-08-02T04:12:48.588057
ee6c4c0f-65f1-47b8-8688-caeff2f7f834,df11965c-1c97-4dfa-8807-5f2150e05c4e,d08c4f40-959a-4742-ad46-01749029d7c7,weapon_pack,87.46,EUR,paypal,completed,AR,,2025-07-09T04:46:20.685250
3a08a841-83e4-4e3c-ba8d-7964b8a5ac10,62f1fb00-a7e6-450c-8b30-4b2fe0c39da1,bdce2945-f92e-43a2-b4f0-10757da77b71,gem_pack_large,73.29,JPY,apple_pay,pending,BO,eum,2025-07-19T13:16:22.473323
2b3faac0-f2fd-481a-97b9-4232fc6996cd,fd894e85-dc5d-4ab4-a3f5-58d682d89602,03b4f6f6-2dd5-4e68-b4f2-3ead2bc4bcf9,gold_pack,45.09,USD,credit_card,failed,PA,,2025-07-11T20:55:15.954911
9ec8f06a-17df-4815-a359-b30af28c8e8e,84ba44f9-35b7-421d-9895-27e89ac2fa13,db82edf6-ff03-4175-9de6-599546e32004,gold_pack,66.42,JPY,credit_card,failed,PW,,2025-07-30T05:52:37.162342
1e8ce458-7510-4722-acea-984e58ce3062,36c9c7b5-91eb-4051-a2ee-1f7e5e27fabd,a1168116-5295-4b5b-bf58-65de1c95deab,exp_booster,25.38,EUR,apple_pay,failed,SY,north,2025-07-16T10:26:13.416157
7ba1730b-0ab8-4099-af19-b48c7b11d0fd,42ddb54b-816f-439d-ae2b-98844b667291,c03435b5-6c47-46e9-9292-9c3355313d3c,gem_pack_medium,40.47,EUR,google_pay,failed,KZ,,2025-07-06T04:44:27.093581
7bc99585-84fe-429a-b55d-cf4f2c2d5d16,14f44fb8-5807-4b1b-87c5-b4b1a8483a43,9d8e65a7-cfc6-4734-b96c-62b89c6f07bd,premium_pass,40.19,USD,apple_pay,pending,CL,,2025-07-11T06:35:16.250610
0e00266d-b2db-435c-9414-e0aa3996de1e,1729aed2-8876-40ea-afb8-9be81f190bb7,11fdfc6e-32c6-4a1a-b8ff-fb74280c50eb,premium_pass,93.18,JPY,google_pay,failed,SI,voluptatibus,2025-07-30T14:01:36.324116
d2e2595e-2d48-49d9-9629-10ef4aedb6d3,bd6e0abf-4d4b-49e2-b091-16f1ac197b4b,e4d52fbe-db15-4017-b8e8-0884d4ced100,exp_booster,56.45,KRW,apple_pay,failed,AE,esse,2025-07-15T13:08:56.626161
02d09fea-b9d8-4621-92c3-087d2058e9b7,9d1b7868-e144-4e55-b469-35b973f0999e,dedb452d-a20d-46b1-8167-f4f211bd3833,gem_pack_medium,81.56,JPY,paypal,refunded,DJ,,2025-07-19T07:10:24.273603
cc7b3489-1353-43f8-9b26-b84ca38e8d22,00d85fc5-be2e-458f-9e25-fa23b4b9c502,b6571148-58a3-463d-9222-d424743e0339,weapon_pack,34.33,KRW,paypal,pending,SZ,,2025-07-19T17:07:01.844488
75234a1e-9e45-4a9c-99f5-836efeb6e69f,6b4f5567-62bb-4150-99d3-2d79063dabfd,47f3cbe7-8327-442c-9acf-cff09e5076d9,premium_pass,35.73,JPY,credit_card,completed,RS,iure,2025-08-02T02:01:13.390499
af5b2b82-c2e9-460b-9d2c-34d19f7de1d0,f3d73838-8de4-4e09-8121-8b60e89c42a9,047e54ea-c846-48d3-8711-f58f86dd0864,exp_booster,38.98,JPY,bank_transfer,refunded,SB,third,2025-07-31T08:34:41.984604
9561c7be-2f84-43db-8915-3de00e58c7c5,76c253d0-0569-48ac-9405-07536e23f3de,43e46a55-65c8-46c0-95ca-7790d115f3fa,premium_pass,1.8,USD,google_pay,pending,AD,ad,2025-07-28T02:09:17.892629
6dccf052-ee78-4354-bf99-03f15c71f6d9,830bdd2d-f209-4c23-99d6-880a7a95299f,e429ff43-2724-448e-8a0a-1e4fb06ca3fe,gem_pack_large,86.45,EUR,apple_pay,refunded,RW,same,2025-07-24T23:35:07.207546
7080e4ef-4a93-4232-882c-3101b899bb20,2d3a372d-7a78-4261-b381-95bf049b01b2,489ae209-1378-4830-ad26-a8dc7cfbf7fd,gold_pack,60.29,USD,credit_card,failed,LB,quality,2025-07-15T02:44:02.967040
018b448d-ebfe-4b13-8a1f-19125a370132,8f679fa5-7a43-4b76-ade3-48944c692a9b,b10cb57a-01e0-453e-8523-c4533427531b,exp_booster,55.72,KRW,paypal,pending,BS,,2025-07-17T20:01:15.809258
1896ceb1-e1cb-4480-aa97-f276c0357755,e36f3012-1d05-468f-890e-c430498a0b91,f0784f9e-f612-4c11-a4b6-9b9e7d333ce8,gem_pack_small,56.58,USD,credit_card,refunded,RU,blanditiis,2025-07-07T02:52:30.483943
ae62501c-29e0-4763-88c2-f05924c31067,19d0e25b-c3b3-481c-9f37-30e67e8f019d,7cc98c59-7030-46bb-b7d9-6c7089428f14,premium_pass,86.48,KRW,paypal,failed,SA,receive,2025-08-01T06:03:41.133848
7c501d19-fe28-4d72-8ff3-9262d4fbca44,2ceb51d5-0846-4c28-b438-d48c426412a9,71be769c-b19a-4d1b-8ac4-437c05ab1023,gem_pack_small,53.34,EUR,paypal,pending,VN,,2025-07-14T23:31:10.956358
dd5d3792-b50c-4942-be00-438376e1b08b,27619954-23bb-43f5-8811-e405658037e7,3cdd2bbc-9f76-4e70-a450-b74324da4557,exp_booster,24.97,KRW,paypal,completed,LY,,2025-07-27T08:37:45.690611
3c7605e3-1f43-407e-868e-1ba927cde619,e20100cc-1967-4a06-ab47-90da86ad188c,5ead4e8e-7d01-42a9-9bc6-51d3d4eb738a,premium_pass,77.51,JPY,apple_pay,refunded,KE,commodi,2025-07-31T19:54:19.871237
de3842fe-4840-4f59-9a97-b601712229c7,0b131835-064f-45c6-894c-c2cf5a8d0a77,1ae1ec3d-0997-43a1-86ad-ec00eb502f41,character_skin,64.77,EUR,google_pay,completed,UY,,2025-07-14T20:03:12.539665
526492d1-a9e6-4d0a-a5fc-664788c32e67,3c8a1a1b-4a9b-4304-be4c-88dd08c6c524,415b2855-22be-42d6-98fc-1da2b4d8b973,character_skin,64.4,JPY,paypal,refunded,DE,laborum,2025-07-28T19:08:11.357277
5f97b5a4-dc14-433a-ad8f-0b06d6b03dc4,bf2d2366-01c1-4ca1-8582-c669c1c8a80f,1f465884-107e-457f-b2ea-4fbf228fe78f,exp_booster,18.55,JPY,paypal,refunded,ZA,,2025-07-06T13:07:59.011977
4b380c2a-9478-4601-a4d9-eddb88d7b37d,f4646f0a-5f03-4829-abb2-633d6ba7a651,50eb4645-444c-44bf-8f14-53cf4ecd9e76,exp_booster,18.31,JPY,google_pay,pending,TV,,2025-07-23T15:28:44.240786
bea3f3fb-4b26-42ec-adf3-ddfbedc9763b,70375848-5bca-47a8-8fcb-4cf6bad397b9,55ce3d24-3832-4db5-a02c-1dd3dedb0e87,weapon_pack,13.18,EUR,google_pay,refunded,MT,,2025-07-24T04:03:10.058161
eb2e2b21-5fc5-435c-94e7-2f3b706ebd20,76909a48-431c-43c7-833a-fdd1dd0d0580,9c8544b6-13c8-41cd-adf8-fbe6da715fd0,gem_pack_large,21.36,USD,paypal,pending,IT,,2025-07-13T08:53:44.568706
49294d38-300b-4375-a2f8-170b475eb352,a68b4db4-0240-4c5b-ace8-885f18a54b96,4809ff87-35b0-40b5-8dd2-6874c22ebe5a,gold_pack,34.54,JPY,credit_card,pending,UZ,,2025-07-05T05:28:22.153752
5bcd4b2d-5243-4dd6-9a3c-bd6413d0557a,6fe0d8ec-3cfe-409e-afe7-657575019d4e,2b92a87c-4dba-4011-b529-fd92888a6ee0,gold_pack,71.77,KRW,credit_card,completed,OM,corporis,2025-08-02T17:37:29.546890
439bae49-8352-422a-bf1b-776be14f886e,6829f9e8-71b5-49c3-b885-a1f9d60b4e40,6b2ad2f3-8740-4015-9fb4-66c182225e79,premium_pass,36.58,KRW,google_pay,refunded,SL,,2025-07-11T15:33:52.550153
38cfa655-acbc-41bf-a269-a878a2b1e7a5,f26f081a-4f2f-49ce-b38c-ad48ee6b1817,da611a41-99ca-4d93-abb6-a8cecccb551a,character_skin,35.34,USD,paypal,refunded,GD,,2025-07-14T22:56:04.720646
51323068-66e3-4b3a-8b42-bbd5dcb5e64b,3a0f981b-6a27-494f-bdf0-13ba9f094443,c2fd71a6-bba6-46f5-90eb-57529b6afb12,exp_booster,4.19,EUR,apple_pay,failed,DE,veritatis,2025-07-29T16:32:06.282988
dd856aed-c3b4-400a-8ef6-35f53f86c414,4d6e2d65-6adc-4c2a-8da8-211b246ed611,0dd2b8db-b2f3-4845-bcda-e5282d41f503,exp_booster,13.8,EUR,bank_transfer,completed,AE,,2025-07-17T16:32:21.313967
4f0d15bd-d400-4558-8c9b-ef67285339ae,bb41e16b-18ac-4f36-9849-50a02727fde2,49049b37-220b-429c-a224-14bdde3bb3c5,gem_pack_medium,56.39,USD,credit_card,completed,TO,,2025-07-07T17:49:39.840801
dcde3cdc-8ff6-4287-9d6a-292ec150c5a8,4bbef6c8-d6dc-4894-baaf-767fba983305,0c9dfcb0-7db4-4892-bbdd-18ebf3ea7fd9,weapon_pack,30.68,EUR,google_pay,pending,DZ,,2025-07-09T16:26:52.511295
383b8744-2f8b-49b7-ba57-57606c03e985,14039a27-5112-43ab-9864-2287d8db2948,bed4ea25-765d-4ee5-9fdc-645a1f6d5fc8,weapon_pack,23.01,JPY,paypal,completed,GE,black,2025-07-29T04:16:13.071088
165bedcc-f300-4a84-9969-a1beddbe8f72,b08360fd-0578-41ec-b6b2-2daad9c4cba2,49d0acd6-8598-4eba-8101-bee7fd2b7e29,weapon_pack,40.9,EUR,google_pay,refunded,PK,,2025-07-20T07:36:28.008996
0b38b8c3-8ea9-4fd7-abd3-42cb4e0da351,651d5fe9-9e17-4dde-8d32-8dd64d5d3608,c28c2842-e5a8-450c-9fc2-f78ad092ee66,gem_pack_small,86.34,JPY,bank_transfer,completed,BR,,2025-07-21T19:45:31.860857
7dd471d8-b06d-400f-9143-c16df66e3329,b326e2dd-55e3-4577-b711-4b00a5dc5cb4,59cd1fad-113d-45f4-8e1a-43b8ceeb66b2,gem_pack_small,75.27,EUR,credit_card,pending,FM,,2025-07-05T20:49:34.519670
59835bfe-1aa1-4b52-b942-b3236e682163,423912ff-4e42-44f9-b843-cab97e564195,a862fe3b-1085-4be7-a20f-c597d3bbd3a7,gem_pack_medium,62.65,KRW,bank_transfer,completed,QA,,2025-07-16T02:25:49.282649
1f72397e-90db-4547-9116-eb95d4eae584,a894544f-c630-44dc-9584-2a071ae76e6b,5cbdc21d-e8b0-43ab-a75b-c1d9676701fc,gem_pack_medium,85.65,EUR,paypal,pending,TJ,edge,2025-07-08T06:45:49.389237
ba2599db-db8d-45cc-8121-c52a43acf2ec,2ee872b7-5a79-40ad-a82d-7940d69ba8bc,68bfed4f-4285-44d7-b8bc-a8f4b7593292,gem_pack_small,62.67,JPY,paypal,failed,SL,,2025-07-27T10:14:35.573510
d929a06c-5497-4b7e-88b7-dc0b08113bcf,fb41bed6-7f06-463c-ae09-64ae423a7966,581ae739-51c6-43dc-82ec-9cb59dd4b1c2,gem_pack_medium,44.46,JPY,apple_pay,refunded,EG,,2025-07-21T02:44:36.764733
87a23078-1fff-49be-9b1d-b4095f409c30,51c71f1c-fa53-45cb-b6d5-7e108ac273d3,8539a312-4298-4a69-b680-6101a58bfbef,gem_pack_small,88.68,EUR,google_pay,failed,CA,cold,2025-07-06T13:18:39.468189
4eeb26ba-e5bf-40dd-afc3-681c0affa408,502da9f1-5ed3-4b15-b4ba-4ce8b73b20d2,273df48f-2a9a-4de9-88b9-cb3822ddfac6,exp_booster,82.85,EUR,bank_transfer,failed,KM,,2025-07-29T17:54:54.328106
e5fdb3d1-c524-418e-81ec-7182fc06b817,c145dfb3-60a3-4a53-83b5-d4b34e34bd7a,2149213d-f901-4243-824f-c3f547d9da8b,weapon_pack,23.04,USD,paypal,pending,NR,,2025-07-07T07:03:32.668855
d2345d43-624a-4554-ae51-033d932d7686,d096223d-973f-4f94-9356-d890536917aa,423a0e49-be49-47f5-8ec0-a4291784c467,character_skin,98.55,JPY,apple_pay,refunded,GY,,2025-07-23T13:47:22.696167
f14ee5e2-fc78-4a9e-95a6-8f409e6ad24c,60c1f957-1120-443b-b9d4-f1b8cab90ad9,f42425e5-95a9-4c3e-b236-be9471ccc767,premium_pass,76.98,EUR,paypal,failed,AR,,2025-07-22T05:34:39.446152
25516fe9-54dd-47a4-b7f1-656d1310f305,5a9a78b1-f6c7-46bd-9b7a-f7527063eb64,a3993a92-5ef8-4c7e-a9ba-3f7b799417d7,character_skin,32.03,USD,google_pay,pending,CY,,2025-07-30T03:46:36.223993
92726f76-22e6-40ec-a562-14a8ed0de7db,c83985b6-e2be-4f42-8540-1dbe1a071e63,a743da07-1d97-4bb4-8d36-0b6155eec981,gem_pack_medium,90.56,JPY,google_pay,failed,PE,,2025-07-08T02:28:26.768470
60dbb26f-964d-479f-9bb1-22518dc9deb6,77ba1dd9-c007-43eb-98cc-7e25afeb0512,e9175e2a-67fd-4414-9be6-66f549e41ce5,exp_booster,35.53,EUR,bank_transfer,failed,HT,charge,2025-07-16T10:41:27.006970
26b52829-2ea4-4132-9e86-e64c50a70f67,a85fe3f6-1576-46d1-9359-105bb0e46846,0bdfda38-c4dc-4336-a27c-fdfbcb1e90ab,premium_pass,86.89,JPY,bank_transfer,completed,MW,assumenda,2025-07-25T05:15:55.867228
3109c459-504d-4898-9eb2-350062b3107c,6e3902b6-9e45-4cc8-8742-8dc637671948,18fd52dc-f4da-4e88-89f0-3c3f7ac3413e,weapon_pack,87.41,JPY,credit_card,failed,BF,school,2025-07-19T11:39:50.346029
8003a135-e1ff-4367-8ecd-9df6988180b2,69bc0000-c896-4ff0-b93a-4468e95ab204,86f72e06-8a68-4552-bbfe-50869806fa42,gold_pack,40.39,EUR,paypal,pending,MY,,2025-07-28T07:17:54.808855
6afaf475-91a8-4f50-b64b-0353d8b20f28,6bcc044b-95b5-4a5f-a2b2-be88c3a5fe8d,2ba20538-8d8d-49f8-8e3e-5beaf567a157,premium_pass,54.69,USD,credit_card,failed,GW,,2025-07-19T21:24:01.130760
7c52c154-189f-4538-99fd-1456f5ab8111,c9f19e78-01d4-42b4-a179-87b97fffaa7f,1ba93de7-7e6c-430b-b60a-97f68540d815,exp_booster,77.57,EUR,apple_pay,failed,AM,service,2025-07-05T22:45:54.339381
5c32371b-91d9-4cdd-82d0-a23f39844629,931edce0-e045-4d73-8b7e-bee9ce5d4dfc,285b40f7-0a27-46fa-bd41-183324c11d76,gem_pack_large,39.11,KRW,bank_transfer,completed,YE,,2025-08-01T20:16:23.416318
ac6a561c-c10c-402d-ba37-a192a551f17a,5e1e545f-2b93-43ec-a451-303de939caee,84a7b3a4-7387-4316-9843-bd19472bd19e,gold_pack,87.29,USD,paypal,pending,TM,let,2025-07-28T13:21:26.722988
644bd304-fdd3-4321-be28-19e6aa37cd8a,99728655-da38-4934-ab11-005af52c24d2,9fa6d78d-e264-4972-b90b-b04e1bd7c49d,gold_pack,81.12,USD,credit_card,completed,CY,,2025-07-07T18:08:36.387418
8e9f0bd5-71f7-458e-ae9a-d4e54519f7a8,cbab6ba9-7de2-40cd-a19a-fc9e93a250e7,89a63128-e34f-4154-b41e-c36e34297eff,gold_pack,61.41,EUR,credit_card,pending,LA,,2025-07-23T04:39:53.985124
caa0340c-9bb1-4dfe-b0a9-b8aeb0f9c0f5,d274e869-0cfc-4720-b55a-c769aac08031,8dc19ce1-9e4b-42bd-a716-1945dc62f513,gem_pack_small,78.04,USD,google_pay,refunded,AM,security,2025-07-10T16:10:18.261732
11257701-a00c-4d5f-9bfb-be95aa49e920,560062bc-4c56-4446-bec8-dd956be4ba0c,6dd6e074-9db5-477d-8bae-257ed97a87b2,exp_booster,77.41,USD,bank_transfer,pending,VU,quas,2025-07-12T13:39:58.190419
43d5fb95-5736-44a5-b7a2-aa2c0a0e65b3,e914ae88-ff14-47a2-b41e-32fecb4a315b,7a490952-a455-4911-876a-fda92e7f6c64,gem_pack_large,21.3,JPY,paypal,pending,RW,,2025-08-02T07:58:34.121902
e3076a13-cfcb-4fcc-97de-8481fa5510f9,0ce73c1c-67fc-4b7e-8397-b733f0aebbbe,ee51f8ef-cd1d-4d04-8781-65a9f92f6bd6,character_skin,65.89,JPY,credit_card,refunded,MC,,2025-07-08T12:39:20.567267
c3482d27-07e6-4b8b-a706-ba0b7e294d9d,8344e8b5-ee0e-45e1-93f6-80f908155adf,4447f8e6-3ff0-45ab-ae82-8ce8a5f7e8ca,gem_pack_medium,2.98,EUR,paypal,failed,UG,,2025-07-25T05:50:55.979164
413d97c4-f2d6-4df0-816c-de31fbfc06ba,a07489a9-f3ae-462d-b756-ec7f3839c7d3,6bf46ecc-4089-4b61-8410-8ad3c9ef6e12,exp_booster,50.77,KRW,google_pay,completed,GD,,2025-07-25T14:33:35.586866
ecf6c893-488b-4eb1-ad02-7b64225fb1c8,fe2b9129-7aab-41d0-b1dd-de6516ee635a,5b9e1a22-bed2-4864-820a-d58c2d7f6413,exp_booster,63.28,EUR,apple_pay,refunded,GW,,2025-08-02T23:58:01.086245
7d226090-e015-45ff-b7da-a71849d13f22,ebcf72e8-e36e-43e8-a38b-de1d0e0c6ce3,e74ef7d9-5b1c-48d8-ad23-9f0c6cc4bc4c,premium_pass,98.69,JPY,credit_card,refunded,DE,,2025-07-16T01:19:12.853863
e3e802e8-c2d6-4ea3-945a-b532a0d0f8c1,9d30d1c2-4d17-4fab-a472-4c040b6e4e04,d2c5d9f8-fb8c-431c-876a-c44911d1a466,gem_pack_medium,36.76,EUR,paypal,pending,BJ,,2025-07-29T09:11:57.948472
8e2a9581-709b-4685-9660-45e266419551,77bcd0f6-c5cc-4140-a141-2f2cf4365319,254a197d-31ca-4c7e-86af-0c5ec085ebcf,gem_pack_large,73.59,JPY,bank_transfer,failed,TN,,2025-07-23T05:21:21.137213
8839389d-0dd1-4d7d-bf3c-192c56e5c00b,5dd1714c-e05e-4df4-8fd7-2a3142d1f18b,58471adb-5ed2-43ed-a7b7-085dbde1c503,weapon_pack,53.81,JPY,google_pay,refunded,IT,great,2025-07-30T02:24:37.085401
a1957428-69b8-4eb8-a965-dc6799455e4c,45612ad5-2365-4e65-b26a-4b7f68c675d0,f20c39ca-9f93-4d5b-b60a-5e29c6e7a396,premium_pass,36.35,EUR,bank_transfer,pending,BJ,,2025-07-18T18:58:59.669354
c6113cc1-dd75-4255-9f97-23d8c6e7a8ad,ca30120c-7abe-4a2f-8fc6-9770a7ffcf60,f28de7a8-cffa-4ea5-9930-1aee9186220c,character_skin,75.21,EUR,apple_pay,refunded,SC,provident,2025-07-08T08:26:07.857461
bc15ea9b-c13e-4f62-9d16-0aab2acdf823,92622680-9f4c-44fc-8525-558f9274a2df,3f991bb2-5d4a-40ce-acea-dea9cb69efc9,exp_booster,65.91,USD,apple_pay,refunded,TZ,,2025-07-12T19:36:19.166992
b24106d3-be32-44ce-b122-8e6c6bf300b1,e1000a6e-e633-4d03-8c7d-3a448aa16996,18dd9b57-e82f-47cd-b892-7ffa92aa64a3,character_skin,32.7,USD,paypal,failed,ER,party,2025-07-14T08:49:33.893340
a00f9083-53cc-42fd-97c5-975f587547ef,18af4075-e960-4c49-908a-a196cadf694e,78506cc5-23fe-4185-9ef1-763ddb9df55f,character_skin,53.02,KRW,bank_transfer,failed,LT,pariatur,2025-07-21T03:14:56.841329
a58872c2-97a0-400d-a8cd-db87e6278a5a,32ea8564-d1f1-4ad4-80c4-95b6ef6b47ea,0ee451ee-bad1-4f6d-bd2a-9633300ab43f,gem_pack_medium,20.22,KRW,bank_transfer,failed,ET,,2025-07-13T04:27:44.621920
5ee0e6a0-acf8-4ded-be44-337f186ff64b,f6f6942b-c072-479d-a61c-83141c3bdab6,e14da162-3c9d-4e50-a723-5f8109e49893,weapon_pack,58.91,EUR,apple_pay,completed,NE,,2025-07-08T21:46:44.035218
5db6e35b-42f2-4260-8fcf-e94eef970d57,e74c49d4-1aed-4d1c-83db-c55eb872b80e,2ce3bd65-a8df-4975-a279-051c0af3b8ed,weapon_pack,43.13,JPY,paypal,refunded,SE,,2025-07-07T08:21:14.163172
29eb4159-9b17-49cc-83a5-8c64e7412484,bf97486f-fab5-43f9-afeb-0311bc3f00ec,b8010164-4de3-4106-a142-a5ccc93694a2,gem_pack_medium,81.29,KRW,google_pay,refunded,NE,,2025-07-05T22:19:18.826221
50d0d6e0-2c98-437b-b800-a9d28feab02f,00fc5fee-cd6d-4a95-9d78-bdabdbdb4a78,ccca6991-085e-4410-bb98-d94d4ea98222,premium_pass,25.85,USD,bank_transfer,pending,RW,before,2025-07-13T01:57:29.060333
